Gene stable ID	Gene name	Protein stable ID
ENSDARG00000074365	zgc:171901	ENSDARP00000129558
ENSDARG00000074365	zgc:171901	ENSDARP00000101300
ENSDARG00000074365	zgc:171901	ENSDARP00000140334
ENSDARG00000041040	piga	ENSDARP00000060133
ENSDARG00000041040	piga	ENSDARP00000154230
ENSDARG00000093728	si:ch211-223a10.5	
ENSDARG00000020133	jdp2b	
ENSDARG00000020133	jdp2b	ENSDARP00000010866
ENSDARG00000020133	jdp2b	
ENSDARG00000020133	jdp2b	ENSDARP00000144615
ENSDARG00000094749	si:dkey-84o3.2	ENSDARP00000118211
ENSDARG00000094749	si:dkey-84o3.2	ENSDARP00000140001
ENSDARG00000103488	si:ch211-107o10.4	
ENSDARG00000059056	ft1	ENSDARP00000076504
ENSDARG00000052644	ca10a	ENSDARP00000127454
ENSDARG00000052644	ca10a	ENSDARP00000116852
ENSDARG00000052644	ca10a	ENSDARP00000069028
ENSDARG00000052644	ca10a	ENSDARP00000143800
ENSDARG00000097713	si:dkey-159n16.3	
ENSDARG00000011219	akt2	ENSDARP00000023119
ENSDARG00000062056	elmod1	ENSDARP00000083679
ENSDARG00000062056	elmod1	ENSDARP00000115938
ENSDARG00000062056	elmod1	ENSDARP00000119277
ENSDARG00000062056	elmod1	ENSDARP00000117309
ENSDARG00000062056	elmod1	
ENSDARG00000062056	elmod1	ENSDARP00000143553
ENSDARG00000075459	ptpn20	ENSDARP00000123259
ENSDARG00000075459	ptpn20	ENSDARP00000121422
ENSDARG00000075459	ptpn20	ENSDARP00000120274
ENSDARG00000075459	ptpn20	ENSDARP00000122344
ENSDARG00000075459	ptpn20	ENSDARP00000118082
ENSDARG00000075459	ptpn20	ENSDARP00000117232
ENSDARG00000075459	ptpn20	ENSDARP00000098280
ENSDARG00000029688	hsp70.1	ENSDARP00000109199
ENSDARG00000029688	hsp70.1	ENSDARP00000073132
ENSDARG00000079017	tlnrd1	ENSDARP00000102404
ENSDARG00000018621	slc6a19a.1	ENSDARP00000012748
ENSDARG00000030871	siah1	ENSDARP00000043842
ENSDARG00000030871	siah1	ENSDARP00000137095
ENSDARG00000100137	il17ra2	ENSDARP00000093799
ENSDARG00000100137	il17ra2	ENSDARP00000132906
ENSDARG00000070658	zbtb12.2	ENSDARP00000094731
ENSDARG00000038802	cenpl	ENSDARP00000056666
ENSDARG00000038802	cenpl	ENSDARP00000115367
ENSDARG00000040988	tpi1b	
ENSDARG00000040988	tpi1b	ENSDARP00000123659
ENSDARG00000040988	tpi1b	ENSDARP00000060055
ENSDARG00000040988	tpi1b	
ENSDARG00000086849	si:dkey-187k19.2	ENSDARP00000112390
ENSDARG00000017542	fgf1a	ENSDARP00000008825
ENSDARG00000101642	si:ch211-155m12.1	ENSDARP00000130909
ENSDARG00000059871	shrprbck1r	ENSDARP00000142955
ENSDARG00000059871	shrprbck1r	ENSDARP00000078154
ENSDARG00000074652	smtna	ENSDARP00000117082
ENSDARG00000074652	smtna	
ENSDARG00000044280	opn1mw2	ENSDARP00000011837
ENSDARG00000075785	herc56.1	ENSDARP00000099456
ENSDARG00000079699	foxd7	ENSDARP00000101899
ENSDARG00000103699	ptpn13	ENSDARP00000136300
ENSDARG00000103699	ptpn13	ENSDARP00000135765
ENSDARG00000103699	ptpn13	ENSDARP00000139064
ENSDARG00000103699	ptpn13	ENSDARP00000136911
ENSDARG00000103699	ptpn13	ENSDARP00000139515
ENSDARG00000078603	myo1hb	ENSDARP00000117360
ENSDARG00000078603	myo1hb	ENSDARP00000099263
ENSDARG00000071259	fbxo34	
ENSDARG00000071259	fbxo34	ENSDARP00000127987
ENSDARG00000097753	slirp	ENSDARP00000127876
ENSDARG00000102973	cmtm8a	ENSDARP00000130380
ENSDARG00000063361	si:ch211-1e14.1	ENSDARP00000113161
ENSDARG00000063361	si:ch211-1e14.1	ENSDARP00000143571
ENSDARG00000059746	plod1a	ENSDARP00000112909
ENSDARG00000059746	plod1a	
ENSDARG00000059746	plod1a	ENSDARP00000077830
ENSDARG00000069099	tmco1	ENSDARP00000106023
ENSDARG00000069099	tmco1	ENSDARP00000091049
ENSDARG00000069099	tmco1	
ENSDARG00000002933	gbx2	ENSDARP00000004972
ENSDARG00000035595	ficd	ENSDARP00000123219
ENSDARG00000035595	ficd	ENSDARP00000145045
ENSDARG00000055737	ube3a	
ENSDARG00000055737	ube3a	ENSDARP00000072590
ENSDARG00000055737	ube3a	ENSDARP00000145962
ENSDARG00000098646	mthfd2	ENSDARP00000132963
ENSDARG00000011818	batf	ENSDARP00000122640
ENSDARG00000011818	batf	ENSDARP00000014497
ENSDARG00000011818	batf	ENSDARP00000139650
ENSDARG00000045926	crabp1a	ENSDARP00000117524
ENSDARG00000045926	crabp1a	ENSDARP00000067509
ENSDARG00000062561	adck1	ENSDARP00000108933
ENSDARG00000062561	adck1	ENSDARP00000128746
ENSDARG00000062561	adck1	ENSDARP00000147621
ENSDARG00000092096	si:ch211-199i18.9	
ENSDARG00000096592	si:ch211-198k9.10	
ENSDARG00000070455	tmem245	ENSDARP00000113683
ENSDARG00000070455	tmem245	ENSDARP00000148736
ENSDARG00000098787	cd7al	ENSDARP00000133532
ENSDARG00000091975	si:ch211-1e14.4	
ENSDARG00000039145	plaub	ENSDARP00000057178
ENSDARG00000039145	plaub	ENSDARP00000146251
ENSDARG00000039145	plaub	ENSDARP00000135547
ENSDARG00000093874	si:dkey-196j8.2	ENSDARP00000139733
ENSDARG00000018524	midn	ENSDARP00000022102
ENSDARG00000018524	midn	ENSDARP00000140760
ENSDARG00000098316	si:ch211-128b10.8	
ENSDARG00000067795	ifngr2	ENSDARP00000088418
ENSDARG00000067795	ifngr2	
ENSDARG00000067795	ifngr2	
ENSDARG00000094995	si:dkey-84o3.4	ENSDARP00000117715
ENSDARG00000094995	si:dkey-84o3.4	ENSDARP00000138531
ENSDARG00000096643	si:ch211-198k9.11	
ENSDARG00000103208	il17ra1b	ENSDARP00000138075
ENSDARG00000103208	il17ra1b	ENSDARP00000138200
ENSDARG00000060861	dars2	ENSDARP00000119212
ENSDARG00000070824	ndufb5	ENSDARP00000095073
ENSDARG00000074201	flna	ENSDARP00000116490
ENSDARG00000074201	flna	
ENSDARG00000074201	flna	
ENSDARG00000074201	flna	
ENSDARG00000074201	flna	ENSDARP00000113808
ENSDARG00000019062	arpc5b	ENSDARP00000127093
ENSDARG00000019062	arpc5b	ENSDARP00000112695
ENSDARG00000019062	arpc5b	ENSDARP00000025370
ENSDARG00000075858	nalf1a	ENSDARP00000098845
ENSDARG00000014676	bckdhb	ENSDARP00000124480
ENSDARG00000014676	bckdhb	ENSDARP00000076508
ENSDARG00000014676	bckdhb	ENSDARP00000157432
ENSDARG00000014676	bckdhb	ENSDARP00000154155
ENSDARG00000079611	sema4c	ENSDARP00000140151
ENSDARG00000079611	sema4c	ENSDARP00000098457
ENSDARG00000103469	si:ch211-222o17.1	
ENSDARG00000013461	supt7l	ENSDARP00000013539
ENSDARG00000013461	supt7l	ENSDARP00000109824
ENSDARG00000105389	mmel1	
ENSDARG00000105389	mmel1	ENSDARP00000142601
ENSDARG00000105389	mmel1	ENSDARP00000144580
ENSDARG00000105389	mmel1	ENSDARP00000151173
ENSDARG00000101064	si:dkey-286h17.4	
ENSDARG00000101064	si:dkey-286h17.4	
ENSDARG00000101064	si:dkey-286h17.4	
ENSDARG00000103313	rhot1b	ENSDARP00000140377
ENSDARG00000055930	zc3h7bb	ENSDARP00000127373
ENSDARG00000037810	adtrp1	ENSDARP00000039828
ENSDARG00000051889	dhodh	ENSDARP00000068087
ENSDARG00000020000	sh3bp4a	ENSDARP00000096489
ENSDARG00000020000	sh3bp4a	ENSDARP00000007868
ENSDARG00000020000	sh3bp4a	ENSDARP00000110108
ENSDARG00000017437	adcy3b	ENSDARP00000122685
ENSDARG00000017437	adcy3b	ENSDARP00000012983
ENSDARG00000021455	strbp	ENSDARP00000104616
ENSDARG00000021455	strbp	
ENSDARG00000021455	strbp	ENSDARP00000112694
ENSDARG00000021455	strbp	ENSDARP00000151771
ENSDARG00000021455	strbp	ENSDARP00000106616
ENSDARG00000017803	gsk3ba	ENSDARP00000027785
ENSDARG00000054542	il12bb	ENSDARP00000071221
ENSDARG00000054542	il12bb	ENSDARP00000129182
ENSDARG00000031888	mapk8a	ENSDARP00000115701
ENSDARG00000031888	mapk8a	
ENSDARG00000031888	mapk8a	ENSDARP00000120861
ENSDARG00000031888	mapk8a	ENSDARP00000119001
ENSDARG00000031888	mapk8a	ENSDARP00000049179
ENSDARG00000031888	mapk8a	ENSDARP00000146032
ENSDARG00000031888	mapk8a	ENSDARP00000150751
ENSDARG00000053386	wdr27	ENSDARP00000069897
ENSDARG00000053386	wdr27	ENSDARP00000099173
ENSDARG00000004402	elovl6	ENSDARP00000142442
ENSDARG00000004402	elovl6	ENSDARP00000096379
ENSDARG00000102493	ticam1	ENSDARP00000130000
ENSDARG00000102493	ticam1	ENSDARP00000150114
ENSDARG00000058646	ptprna	
ENSDARG00000058646	ptprna	ENSDARP00000075984
ENSDARG00000092399	taar20d1	ENSDARP00000119472
ENSDARG00000075726	dhrs7b	ENSDARP00000122514
ENSDARG00000063219	ubap2l	ENSDARP00000086571
ENSDARG00000063219	ubap2l	ENSDARP00000086545
ENSDARG00000063219	ubap2l	
ENSDARG00000063219	ubap2l	ENSDARP00000125665
ENSDARG00000111001	taar20z	ENSDARP00000113312
ENSDARG00000111001	taar20z	ENSDARP00000152232
ENSDARG00000060933	baiap2l2b	ENSDARP00000122562
ENSDARG00000092133	si:dkey-84o3.3	ENSDARP00000114623
ENSDARG00000092133	si:dkey-84o3.3	ENSDARP00000120715
ENSDARG00000026081	lhcgr	ENSDARP00000088230
ENSDARG00000110430	taar20a1	ENSDARP00000120886
ENSDARG00000090724	scn12aa	ENSDARP00000113912
ENSDARG00000090724	scn12aa	ENSDARP00000107413
ENSDARG00000096724	si:ch211-169j21.5	
ENSDARG00000095303	si:dkey-196j8.3	
ENSDARG00000075178	lpcat3	ENSDARP00000103186
ENSDARG00000068157	ehmt1a	ENSDARP00000107170
ENSDARG00000068157	ehmt1a	ENSDARP00000089135
ENSDARG00000068157	ehmt1a	ENSDARP00000105691
ENSDARG00000019963	sfxn1	ENSDARP00000003500
ENSDARG00000069745	slc35f2	ENSDARP00000092501
ENSDARG00000069745	slc35f2	ENSDARP00000118421
ENSDARG00000074447	dapk3	ENSDARP00000120152
ENSDARG00000074447	dapk3	ENSDARP00000156034
ENSDARG00000019526	agfg1b	ENSDARP00000119105
ENSDARG00000019526	agfg1b	ENSDARP00000118652
ENSDARG00000027799	ucmaa	ENSDARP00000030232
ENSDARG00000095915		ENSDARP00000122802
ENSDARG00000003517	impa1	ENSDARP00000115272
ENSDARG00000003517	impa1	ENSDARP00000112912
ENSDARG00000003517	impa1	ENSDARP00000018348
ENSDARG00000097059	si:dkey-159n16.4	ENSDARP00000127829
ENSDARG00000039521	ssx2ipa	ENSDARP00000129572
ENSDARG00000039521	ssx2ipa	ENSDARP00000128882
ENSDARG00000039521	ssx2ipa	ENSDARP00000150617
ENSDARG00000100942	zgc:194655	ENSDARP00000130395
ENSDARG00000036194	pitx2	ENSDARP00000120155
ENSDARG00000036194	pitx2	
ENSDARG00000036194	pitx2	ENSDARP00000052568
ENSDARG00000036194	pitx2	
ENSDARG00000036194	pitx2	ENSDARP00000149868
ENSDARG00000036194	pitx2	ENSDARP00000156780
ENSDARG00000104734	kat2a	ENSDARP00000135540
ENSDARG00000104734	kat2a	
ENSDARG00000104734	kat2a	ENSDARP00000141597
ENSDARG00000104734	kat2a	ENSDARP00000155753
ENSDARG00000067781	urp2	ENSDARP00000088396
ENSDARG00000045487	rps16	ENSDARP00000066897
ENSDARG00000045487	rps16	
ENSDARG00000045487	rps16	ENSDARP00000144303
ENSDARG00000059993	trpm4a	ENSDARP00000125689
ENSDARG00000015312	klf12a	ENSDARP00000019229
ENSDARG00000015312	klf12a	ENSDARP00000151809
ENSDARG00000077139	col6a3	
ENSDARG00000077139	col6a3	ENSDARP00000118193
ENSDARG00000077139	col6a3	ENSDARP00000122619
ENSDARG00000077139	col6a3	
ENSDARG00000077139	col6a3	ENSDARP00000123601
ENSDARG00000077139	col6a3	ENSDARP00000103149
ENSDARG00000070108	dek	ENSDARP00000058585
ENSDARG00000070108	dek	ENSDARP00000110957
ENSDARG00000012194	scp2a	ENSDARP00000009052
ENSDARG00000012194	scp2a	
ENSDARG00000045815	mcm10	ENSDARP00000067338
ENSDARG00000100536	nkrf	ENSDARP00000138935
ENSDARG00000076117	stard5	ENSDARP00000142838
ENSDARG00000076117	stard5	ENSDARP00000136181
ENSDARG00000076117	stard5	ENSDARP00000103526
ENSDARG00000091368	si:dkey-18h14.2	
ENSDARG00000091368	si:dkey-18h14.2	
ENSDARG00000098764	musk	ENSDARP00000135948
ENSDARG00000098764	musk	ENSDARP00000133070
ENSDARG00000098764	musk	ENSDARP00000139846
ENSDARG00000098764	musk	ENSDARP00000141486
ENSDARG00000098764	musk	ENSDARP00000132148
ENSDARG00000035185	fzd9a	ENSDARP00000050969
ENSDARG00000035185	fzd9a	ENSDARP00000128030
ENSDARG00000105085	si:ch211-128b10.1p	
ENSDARG00000037550	cyp21a2	ENSDARP00000125284
ENSDARG00000037550	cyp21a2	ENSDARP00000146613
ENSDARG00000037550	cyp21a2	ENSDARP00000151613
ENSDARG00000037550	cyp21a2	ENSDARP00000149944
ENSDARG00000075542	zfhx4	ENSDARP00000122306
ENSDARG00000075542	zfhx4	ENSDARP00000101036
ENSDARG00000075542	zfhx4	ENSDARP00000143509
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000096247	si:ch211-1k7.1	
ENSDARG00000087413	bean1	ENSDARP00000108781
ENSDARG00000087413	bean1	ENSDARP00000150052
ENSDARG00000096967	si:dkey-207j16.10	
ENSDARG00000073720	rnf180a	ENSDARP00000122613
ENSDARG00000062612	dhx37	ENSDARP00000085164
ENSDARG00000062612	dhx37	ENSDARP00000109335
ENSDARG00000014017	rrm1	ENSDARP00000010800
ENSDARG00000045749	ppfibp1a	ENSDARP00000125581
ENSDARG00000045749	ppfibp1a	ENSDARP00000067255
ENSDARG00000045749	ppfibp1a	ENSDARP00000131924
ENSDARG00000094243	shda	ENSDARP00000115340
ENSDARG00000105718	si:cabz01068273.1	
ENSDARG00000020077	nol10	ENSDARP00000018924
ENSDARG00000035521	sfrp1a	ENSDARP00000051490
ENSDARG00000035521	sfrp1a	ENSDARP00000106722
ENSDARG00000095947	adkb	ENSDARP00000124384
ENSDARG00000095947	adkb	ENSDARP00000134061
ENSDARG00000067545	adam19b	
ENSDARG00000067545	adam19b	
ENSDARG00000067545	adam19b	ENSDARP00000114607
ENSDARG00000067545	adam19b	ENSDARP00000087985
ENSDARG00000074610	si:ch211-113e8.6	ENSDARP00000122694
ENSDARG00000114455	pimr164	ENSDARP00000126268
ENSDARG00000059965	camsap2b	ENSDARP00000117058
ENSDARG00000059965	camsap2b	ENSDARP00000115142
ENSDARG00000059965	camsap2b	ENSDARP00000114652
ENSDARG00000059965	camsap2b	ENSDARP00000119674
ENSDARG00000059965	camsap2b	ENSDARP00000131202
ENSDARG00000059965	camsap2b	ENSDARP00000078392
ENSDARG00000059965	camsap2b	ENSDARP00000148413
ENSDARG00000021849	si:dkey-256h2.1	ENSDARP00000124797
ENSDARG00000021849	si:dkey-256h2.1	ENSDARP00000033960
ENSDARG00000102908	il16	ENSDARP00000130224
ENSDARG00000102908	il16	ENSDARP00000142654
ENSDARG00000102908	il16	ENSDARP00000148931
ENSDARG00000010070	adam9a	ENSDARP00000122318
ENSDARG00000010070	adam9a	ENSDARP00000116793
ENSDARG00000010070	adam9a	
ENSDARG00000010070	adam9a	ENSDARP00000040065
ENSDARG00000042180	foxl2a	ENSDARP00000124638
ENSDARG00000042180	foxl2a	ENSDARP00000061827
ENSDARG00000034577	crdhl	ENSDARP00000058666
ENSDARG00000034577	crdhl	
ENSDARG00000060671	lct	ENSDARP00000080173
ENSDARG00000060671	lct	ENSDARP00000132225
ENSDARG00000069707	si:ch211-113e8.5	ENSDARP00000120396
ENSDARG00000069707	si:ch211-113e8.5	ENSDARP00000157129
ENSDARG00000026185	yju2	
ENSDARG00000026185	yju2	ENSDARP00000035484
ENSDARG00000059690	slc29a4a	ENSDARP00000117850
ENSDARG00000059690	slc29a4a	ENSDARP00000077676
ENSDARG00000099148	bzw1b	
ENSDARG00000099148	bzw1b	ENSDARP00000135869
ENSDARG00000099148	bzw1b	
ENSDARG00000099148	bzw1b	
ENSDARG00000079905	mark2a	ENSDARP00000115409
ENSDARG00000079905	mark2a	ENSDARP00000118195
ENSDARG00000079905	mark2a	ENSDARP00000116285
ENSDARG00000079905	mark2a	ENSDARP00000123582
ENSDARG00000079905	mark2a	
ENSDARG00000079905	mark2a	ENSDARP00000118845
ENSDARG00000079905	mark2a	ENSDARP00000040753
ENSDARG00000079905	mark2a	ENSDARP00000143274
ENSDARG00000074575	ppp1r9alb	ENSDARP00000123505
ENSDARG00000074575	ppp1r9alb	ENSDARP00000116367
ENSDARG00000097491	ugt1b1	ENSDARP00000109668
ENSDARG00000097491	ugt1b1	ENSDARP00000148287
ENSDARG00000042780	apoba	ENSDARP00000062792
ENSDARG00000074695	mertka	ENSDARP00000113911
ENSDARG00000074695	mertka	ENSDARP00000101815
ENSDARG00000099332	ly6m5	ENSDARP00000138004
ENSDARG00000096587	itgam.2	ENSDARP00000135030
ENSDARG00000096587	itgam.2	ENSDARP00000126850
ENSDARG00000096587	itgam.2	ENSDARP00000133914
ENSDARG00000045510	tbc1d22a	ENSDARP00000066923
ENSDARG00000045510	tbc1d22a	ENSDARP00000066924
ENSDARG00000045510	tbc1d22a	ENSDARP00000147677
ENSDARG00000044074	loxl2b	ENSDARP00000118755
ENSDARG00000044074	loxl2b	ENSDARP00000157626
ENSDARG00000044074	loxl2b	ENSDARP00000146651
ENSDARG00000044074	loxl2b	ENSDARP00000064700
ENSDARG00000062949	nt5dc3	
ENSDARG00000062949	nt5dc3	ENSDARP00000085982
ENSDARG00000011170	ndrg2	ENSDARP00000012950
ENSDARG00000011170	ndrg2	ENSDARP00000132699
ENSDARG00000078947	sdccag8	ENSDARP00000116315
ENSDARG00000078947	sdccag8	ENSDARP00000120617
ENSDARG00000078947	sdccag8	ENSDARP00000099835
ENSDARG00000078947	sdccag8	ENSDARP00000116009
ENSDARG00000078947	sdccag8	ENSDARP00000112629
ENSDARG00000078947	sdccag8	ENSDARP00000153600
ENSDARG00000076959	mfsd8l2	ENSDARP00000122163
ENSDARG00000076959	mfsd8l2	ENSDARP00000097908
ENSDARG00000076959	mfsd8l2	ENSDARP00000143318
ENSDARG00000099563	inpp5ka	ENSDARP00000141168
ENSDARG00000099563	inpp5ka	ENSDARP00000140174
ENSDARG00000039309	hook2	ENSDARP00000128639
ENSDARG00000039309	hook2	
ENSDARG00000039309	hook2	ENSDARP00000128107
ENSDARG00000059059	emsy	ENSDARP00000092435
ENSDARG00000059059	emsy	ENSDARP00000157241
ENSDARG00000059059	emsy	ENSDARP00000138672
ENSDARG00000091699	capn2a	ENSDARP00000114108
ENSDARG00000091699	capn2a	ENSDARP00000132224
ENSDARG00000093503	rsf1b.1	ENSDARP00000119717
ENSDARG00000044279	opn1mw3	ENSDARP00000001943
ENSDARG00000034160	slc4a1ap	ENSDARP00000046002
ENSDARG00000103053	si:ch211-67o16.8p	
ENSDARG00000078908	fbxo41	ENSDARP00000122575
ENSDARG00000078908	fbxo41	ENSDARP00000143461
ENSDARG00000092638	ptprua	ENSDARP00000115841
ENSDARG00000092638	ptprua	ENSDARP00000125962
ENSDARG00000092638	ptprua	ENSDARP00000135347
ENSDARG00000092638	ptprua	ENSDARP00000154703
ENSDARG00000092638	ptprua	ENSDARP00000150888
ENSDARG00000019941	sgta	ENSDARP00000106380
ENSDARG00000019941	sgta	ENSDARP00000150575
ENSDARG00000019941	sgta	ENSDARP00000027982
ENSDARG00000008447	fkbp4	ENSDARP00000013076
ENSDARG00000008447	fkbp4	ENSDARP00000124772
ENSDARG00000058219	tubd1	ENSDARP00000121428
ENSDARG00000089507	ugt1b5	ENSDARP00000108760
ENSDARG00000089507	ugt1b5	ENSDARP00000156700
ENSDARG00000068640	rsf1b.1	ENSDARP00000116788
ENSDARG00000068640	rsf1b.1	ENSDARP00000119974
ENSDARG00000068640	rsf1b.1	ENSDARP00000071629
ENSDARG00000045886	slc38a2	ENSDARP00000118404
ENSDARG00000045886	slc38a2	
ENSDARG00000045886	slc38a2	
ENSDARG00000092404	si:dkey-79p17.3	ENSDARP00000133633
ENSDARG00000092404	si:dkey-79p17.3	ENSDARP00000118159
ENSDARG00000102834	si:ch211-195j11.30	ENSDARP00000134338
ENSDARG00000097119	si:ch211-194i10.6	
ENSDARG00000077580	tspeara	ENSDARP00000098431
ENSDARG00000077580	tspeara	ENSDARP00000132069
ENSDARG00000077580	tspeara	ENSDARP00000155961
ENSDARG00000077580	tspeara	ENSDARP00000148732
ENSDARG00000099235		ENSDARP00000138985
ENSDARG00000099235		ENSDARP00000057433
ENSDARG00000004336	exoc4	ENSDARP00000020340
ENSDARG00000004336	exoc4	ENSDARP00000092393
ENSDARG00000057606	arl4ca	ENSDARP00000074763
ENSDARG00000000183	ptpn4b	ENSDARP00000105661
ENSDARG00000000183	ptpn4b	ENSDARP00000112064
ENSDARG00000000183	ptpn4b	ENSDARP00000000192
ENSDARG00000097024	ugt1b4	ENSDARP00000111430
ENSDARG00000097024	ugt1b4	ENSDARP00000152509
ENSDARG00000056284	drd7	ENSDARP00000073216
ENSDARG00000095781	si:dkey-88e10.2	
ENSDARG00000063309	tjp2a	ENSDARP00000119264
ENSDARG00000063309	tjp2a	ENSDARP00000086775
ENSDARG00000063309	tjp2a	ENSDARP00000148722
ENSDARG00000100443	si:ch211-71k24.8	
ENSDARG00000070055	arfip1	ENSDARP00000093278
ENSDARG00000070055	arfip1	ENSDARP00000121937
ENSDARG00000070055	arfip1	ENSDARP00000116340
ENSDARG00000070055	arfip1	
ENSDARG00000036212	tbc1d5	ENSDARP00000122022
ENSDARG00000036212	tbc1d5	ENSDARP00000102241
ENSDARG00000023600	sh3gl2a	ENSDARP00000085044
ENSDARG00000023600	sh3gl2a	ENSDARP00000127035
ENSDARG00000033965	nup58	ENSDARP00000022894
ENSDARG00000033965	nup58	
ENSDARG00000033965	nup58	ENSDARP00000108245
ENSDARG00000033965	nup58	
ENSDARG00000076713	htra2-12	ENSDARP00000135645
ENSDARG00000076713	htra2-12	ENSDARP00000121544
ENSDARG00000076713	htra2-12	ENSDARP00000090393
ENSDARG00000076713	htra2-12	ENSDARP00000128099
ENSDARG00000076713	htra2-12	ENSDARP00000139013
ENSDARG00000093014	si:dkey-207j16.3	
ENSDARG00000093014	si:dkey-207j16.3	
ENSDARG00000016263	zdhhc5a	ENSDARP00000123808
ENSDARG00000016263	zdhhc5a	
ENSDARG00000016263	zdhhc5a	ENSDARP00000123884
ENSDARG00000016263	zdhhc5a	ENSDARP00000009029
ENSDARG00000016263	zdhhc5a	ENSDARP00000147560
ENSDARG00000041024	or42c3	ENSDARP00000060116
ENSDARG00000041024	or42c3	ENSDARP00000157394
ENSDARG00000094316	si:rp71-80o10.4	ENSDARP00000123147
ENSDARG00000078251	tesk1a	ENSDARP00000116504
ENSDARG00000078251	tesk1a	ENSDARP00000151985
ENSDARG00000070673	ptgr2	ENSDARP00000129023
ENSDARG00000070673	ptgr2	
ENSDARG00000101176	ugt1b7	ENSDARP00000112070
ENSDARG00000101176	ugt1b7	ENSDARP00000150662
ENSDARG00000077052	tnrc18	ENSDARP00000129614
ENSDARG00000077052	tnrc18	ENSDARP00000094262
ENSDARG00000059657	mks1	ENSDARP00000077569
ENSDARG00000088453	or42c4	ENSDARP00000109377
ENSDARG00000105308	si:ch211-12b16.1	
ENSDARG00000095994	si:dkey-207j16.9	
ENSDARG00000095994	si:dkey-207j16.9	
ENSDARG00000087873	eevs	ENSDARP00000111904
ENSDARG00000061904	fhod3b	ENSDARP00000121037
ENSDARG00000061904	fhod3b	ENSDARP00000121568
ENSDARG00000061904	fhod3b	
ENSDARG00000061904	fhod3b	ENSDARP00000151397
ENSDARG00000061904	fhod3b	ENSDARP00000156187
ENSDARG00000013274	eif4eb	ENSDARP00000007117
ENSDARG00000097231	ugt1b2	ENSDARP00000105603
ENSDARG00000097231	ugt1b2	ENSDARP00000151224
ENSDARG00000003867	cdk20	ENSDARP00000116222
ENSDARG00000003867	cdk20	ENSDARP00000113146
ENSDARG00000003867	cdk20	ENSDARP00000144381
ENSDARG00000037154	hivep3b	ENSDARP00000119216
ENSDARG00000037154	hivep3b	ENSDARP00000054019
ENSDARG00000043322	gsx2	ENSDARP00000063600
ENSDARG00000055138	zgc:110410	ENSDARP00000116001
ENSDARG00000055138	zgc:110410	ENSDARP00000116867
ENSDARG00000055138	zgc:110410	ENSDARP00000145884
ENSDARG00000055138	zgc:110410	ENSDARP00000071914
ENSDARG00000055138	zgc:110410	ENSDARP00000144915
ENSDARG00000089887	mmp20a	ENSDARP00000128679
ENSDARG00000089887	mmp20a	ENSDARP00000106475
ENSDARG00000114236	znf974	ENSDARP00000128071
ENSDARG00000097979	ugt1b3	ENSDARP00000112118
ENSDARG00000040261	runx2a	ENSDARP00000116368
ENSDARG00000040261	runx2a	ENSDARP00000096167
ENSDARG00000040261	runx2a	ENSDARP00000149340
ENSDARG00000025150	si:dkey-181c13.1	ENSDARP00000037460
ENSDARG00000088000	znf1057	ENSDARP00000128807
ENSDARG00000088000	znf1057	ENSDARP00000128782
ENSDARG00000027523	trpc7a	ENSDARP00000113233
ENSDARG00000036869	tcf21	ENSDARP00000053538
ENSDARG00000103761	ugt1b6p	
ENSDARG00000096840	si:zfos-591e8.2	
ENSDARG00000069843	kctd12.1	ENSDARP00000102846
ENSDARG00000053279	apln	ENSDARP00000116403
ENSDARG00000053279	apln	ENSDARP00000069796
ENSDARG00000017168	nr2f1b	ENSDARP00000010118
ENSDARG00000016699	trpa1a	ENSDARP00000119200
ENSDARG00000052482	arhgef11	ENSDARP00000118588
ENSDARG00000052482	arhgef11	ENSDARP00000142086
ENSDARG00000052482	arhgef11	ENSDARP00000142240
ENSDARG00000111670	taar20x	ENSDARP00000121298
ENSDARG00000096257	si:ch73-367p23.2	ENSDARP00000125848
ENSDARG00000096257	si:ch73-367p23.2	ENSDARP00000149358
ENSDARG00000035880	atp6v1c1b	ENSDARP00000052090
ENSDARG00000043663	faub	ENSDARP00000064110
ENSDARG00000059897	ntrk2a	
ENSDARG00000059897	ntrk2a	ENSDARP00000118353
ENSDARG00000059897	ntrk2a	ENSDARP00000078225
ENSDARG00000093745	htr1aa	ENSDARP00000121666
ENSDARG00000007276	ela3l	ENSDARP00000014849
ENSDARG00000096322	uts2r4	ENSDARP00000125734
ENSDARG00000012642	znf271	ENSDARP00000115548
ENSDARG00000012642	znf271	ENSDARP00000152230
ENSDARG00000062325	shank2b	ENSDARP00000118220
ENSDARG00000086383	or42e2	ENSDARP00000105178
ENSDARG00000059815	oaz2b	
ENSDARG00000059815	oaz2b	ENSDARP00000078004
ENSDARG00000034718	tfpia	ENSDARP00000047652
ENSDARG00000034718	tfpia	
ENSDARG00000034718	tfpia	ENSDARP00000048319
ENSDARG00000092387	zgc:193742	ENSDARP00000123383
ENSDARG00000094461	si:dkey-106m10.6	
ENSDARG00000094461	si:dkey-106m10.6	
ENSDARG00000023920	llgl2	
