Gene stable ID	Gene name	Protein stable ID
ENSDARG00000023920	llgl2	
ENSDARG00000023920	llgl2	ENSDARP00000105110
ENSDARG00000023920	llgl2	ENSDARP00000035593
ENSDARG00000023920	llgl2	ENSDARP00000148707
ENSDARG00000023920	llgl2	ENSDARP00000148623
ENSDARG00000078206	zgc:171506	ENSDARP00000101766
ENSDARG00000078206	zgc:171506	ENSDARP00000152635
ENSDARG00000092238	or42d2	ENSDARP00000123411
ENSDARG00000098291	trpc3	ENSDARP00000130693
ENSDARG00000098291	trpc3	ENSDARP00000138129
ENSDARG00000104053	si:ch211-203o8.4	
ENSDARG00000094584	si:ch211-92l17.1	
ENSDARG00000094584	si:ch211-92l17.1	
ENSDARG00000093047	si:dkey-106m10.5	
ENSDARG00000078593	vwa8	ENSDARP00000120404
ENSDARG00000025091	ezrb	ENSDARP00000073352
ENSDARG00000025091	ezrb	ENSDARP00000126624
ENSDARG00000025091	ezrb	ENSDARP00000126801
ENSDARG00000025091	ezrb	ENSDARP00000063817
ENSDARG00000104362	si:ch211-203o8.5	
ENSDARG00000061294	arhgap5	ENSDARP00000127617
ENSDARG00000061294	arhgap5	ENSDARP00000127654
ENSDARG00000061294	arhgap5	ENSDARP00000081131
ENSDARG00000104541	msh6	ENSDARP00000130154
ENSDARG00000104541	msh6	ENSDARP00000140704
ENSDARG00000104541	msh6	ENSDARP00000133896
ENSDARG00000104541	msh6	ENSDARP00000131172
ENSDARG00000070726	cnga3a	ENSDARP00000125099
ENSDARG00000070726	cnga3a	ENSDARP00000094899
ENSDARG00000070726	cnga3a	ENSDARP00000152964
ENSDARG00000078547	si:ch211-264f5.2	ENSDARP00000098786
ENSDARG00000045797	uqcc6	ENSDARP00000129487
ENSDARG00000000638	opn1mw4	ENSDARP00000000979
ENSDARG00000071055	znf512b	ENSDARP00000126361
ENSDARG00000013965	cul2	ENSDARP00000123380
ENSDARG00000013965	cul2	ENSDARP00000114274
ENSDARG00000013965	cul2	ENSDARP00000143406
ENSDARG00000110433	znf997	ENSDARP00000125242
ENSDARG00000039997	ptp4a3a	
ENSDARG00000039997	ptp4a3a	
ENSDARG00000039997	ptp4a3a	ENSDARP00000039012
ENSDARG00000039997	ptp4a3a	ENSDARP00000124887
ENSDARG00000039997	ptp4a3a	ENSDARP00000124859
ENSDARG00000039997	ptp4a3a	ENSDARP00000123957
ENSDARG00000039997	ptp4a3a	ENSDARP00000135356
ENSDARG00000039997	ptp4a3a	ENSDARP00000144460
ENSDARG00000105410		
ENSDARG00000037064	galca	ENSDARP00000053869
ENSDARG00000079198	usp13	ENSDARP00000065292
ENSDARG00000009169	mob1ba	ENSDARP00000088385
ENSDARG00000009169	mob1ba	
ENSDARG00000009169	mob1ba	ENSDARP00000153184
ENSDARG00000095509	si:dkeyp-91h9.1	
ENSDARG00000096504	si:dkey-52j6.2	
ENSDARG00000020028	cps1	ENSDARP00000013089
ENSDARG00000020028	cps1	ENSDARP00000146665
ENSDARG00000020028	cps1	ENSDARP00000138019
ENSDARG00000020028	cps1	ENSDARP00000149092
ENSDARG00000098184	si:dkey-24m14.5	
ENSDARG00000056214	gnrh3	ENSDARP00000073133
ENSDARG00000056214	gnrh3	ENSDARP00000139837
ENSDARG00000092926	si:dkey-66k12.3	ENSDARP00000120062
ENSDARG00000090698	lrrc52	ENSDARP00000126621
ENSDARG00000015506	klf5a	ENSDARP00000012722
ENSDARG00000015506	klf5a	ENSDARP00000139692
ENSDARG00000069970	lingo2b	ENSDARP00000093055
ENSDARG00000077726	nocta	ENSDARP00000099826
ENSDARG00000089868	si:ch211-112c15.8	ENSDARP00000110027
ENSDARG00000095147	krt96	ENSDARP00000117394
ENSDARG00000044492	ublcp1	ENSDARP00000065340
ENSDARG00000044492	ublcp1	ENSDARP00000113846
ENSDARG00000044492	ublcp1	ENSDARP00000121683
ENSDARG00000044492	ublcp1	ENSDARP00000130882
ENSDARG00000044492	ublcp1	ENSDARP00000144720
ENSDARG00000044492	ublcp1	ENSDARP00000071186
ENSDARG00000092511	si:dkey-103a3.3	
ENSDARG00000099473	si:ch73-25h12.2	
ENSDARG00000097000	si:ch211-66i8.3	
ENSDARG00000097000	si:ch211-66i8.3	
ENSDARG00000100095	anxa1b	ENSDARP00000140036
ENSDARG00000100095	anxa1b	ENSDARP00000138069
ENSDARG00000086215	gpr156	ENSDARP00000123809
ENSDARG00000086215	gpr156	ENSDARP00000157504
ENSDARG00000086215	gpr156	ENSDARP00000144377
ENSDARG00000009837	agk	ENSDARP00000011155
ENSDARG00000099045	cacnb2a	ENSDARP00000135383
ENSDARG00000099045	cacnb2a	ENSDARP00000138740
ENSDARG00000099045	cacnb2a	ENSDARP00000133097
ENSDARG00000099045	cacnb2a	ENSDARP00000139872
ENSDARG00000099045	cacnb2a	ENSDARP00000135723
ENSDARG00000099045	cacnb2a	ENSDARP00000131709
ENSDARG00000099045	cacnb2a	ENSDARP00000135297
ENSDARG00000099045	cacnb2a	ENSDARP00000141789
ENSDARG00000091216	or42c2	ENSDARP00000106176
ENSDARG00000091216	or42c2	ENSDARP00000148475
ENSDARG00000098141	supt3h	ENSDARP00000137793
ENSDARG00000098141	supt3h	
ENSDARG00000098141	supt3h	ENSDARP00000132745
ENSDARG00000098141	supt3h	ENSDARP00000150750
ENSDARG00000098141	supt3h	ENSDARP00000139016
ENSDARG00000013845	ttc14	ENSDARP00000018028
ENSDARG00000100623	trrap	
ENSDARG00000100623	trrap	ENSDARP00000137500
ENSDARG00000100623	trrap	ENSDARP00000155347
ENSDARG00000100623	trrap	ENSDARP00000137625
ENSDARG00000060504	pfkla	
ENSDARG00000060504	pfkla	ENSDARP00000133279
ENSDARG00000060504	pfkla	ENSDARP00000079719
ENSDARG00000090890	cmklr1	ENSDARP00000123534
ENSDARG00000090890	cmklr1	ENSDARP00000108404
ENSDARG00000028614	mospd1	ENSDARP00000031983
ENSDARG00000028614	mospd1	ENSDARP00000142580
ENSDARG00000095585	si:ch1073-418f12.2	
ENSDARG00000056515	spsb1	ENSDARP00000073475
ENSDARG00000097438	si:dkey-265a7.8	
ENSDARG00000039701	emx2	ENSDARP00000058035
ENSDARG00000058463	ndufab1a	
ENSDARG00000058463	ndufab1a	ENSDARP00000075780
ENSDARG00000078136	wdr47a	ENSDARP00000118278
ENSDARG00000110362	cmklrl2	ENSDARP00000121066
ENSDARG00000059794	kdm6al	ENSDARP00000128411
ENSDARG00000059794	kdm6al	ENSDARP00000077934
ENSDARG00000059794	kdm6al	
ENSDARG00000054456	clip3	ENSDARP00000071119
ENSDARG00000030006	slc6a7	ENSDARP00000119411
ENSDARG00000076002	osbpl5	ENSDARP00000127556
ENSDARG00000032704	qrsl1	ENSDARP00000045614
ENSDARG00000032704	qrsl1	
ENSDARG00000032704	qrsl1	ENSDARP00000147664
ENSDARG00000036868	tbpl1	ENSDARP00000053533
ENSDARG00000036868	tbpl1	ENSDARP00000134538
ENSDARG00000023176	tdo2b	ENSDARP00000112702
ENSDARG00000023176	tdo2b	ENSDARP00000035102
ENSDARG00000097427	si:dkey-66d18.2	
ENSDARG00000105378	si:ch211-42c5.5	ENSDARP00000142127
ENSDARG00000068868	nap1l4b	ENSDARP00000090521
ENSDARG00000068868	nap1l4b	ENSDARP00000115833
ENSDARG00000068868	nap1l4b	ENSDARP00000116670
ENSDARG00000092717	si:ch211-91g3.4	
ENSDARG00000036057	tradd	ENSDARP00000052344
ENSDARG00000009466	rgs9bp	ENSDARP00000008831
ENSDARG00000079616	cramp1	ENSDARP00000113117
ENSDARG00000079616	cramp1	ENSDARP00000101576
ENSDARG00000075446	naa25	ENSDARP00000101486
ENSDARG00000075446	naa25	ENSDARP00000141827
ENSDARG00000057497	stk35l	
ENSDARG00000057497	stk35l	ENSDARP00000053186
ENSDARG00000057497	stk35l	ENSDARP00000147518
ENSDARG00000078983	fam118b	ENSDARP00000122251
ENSDARG00000078983	fam118b	
ENSDARG00000078983	fam118b	
ENSDARG00000078983	fam118b	ENSDARP00000100382
ENSDARG00000078983	fam118b	ENSDARP00000145533
ENSDARG00000052766	evi5l	ENSDARP00000105280
ENSDARG00000052766	evi5l	ENSDARP00000146531
ENSDARG00000052766	evi5l	ENSDARP00000069169
ENSDARG00000089432	si:ch211-212k18.15	ENSDARP00000109782
ENSDARG00000089432	si:ch211-212k18.15	ENSDARP00000149578
ENSDARG00000013006	pibf1	ENSDARP00000109420
ENSDARG00000013006	pibf1	ENSDARP00000016113
ENSDARG00000013006	pibf1	
ENSDARG00000068542	si:dkey-181m19.16p	
ENSDARG00000004616	mtmr2	ENSDARP00000007407
ENSDARG00000063069	gripap1	
ENSDARG00000063069	gripap1	ENSDARP00000119860
ENSDARG00000063069	gripap1	ENSDARP00000102905
ENSDARG00000097125	si:dkey-7i4.23	ENSDARP00000128922
ENSDARG00000112013	si:dkey-181m19.17	ENSDARP00000117472
ENSDARG00000112013	si:dkey-181m19.17	ENSDARP00000147991
ENSDARG00000102294	fbxo11a	
ENSDARG00000102294	fbxo11a	ENSDARP00000134594
ENSDARG00000102294	fbxo11a	ENSDARP00000134626
ENSDARG00000102294	fbxo11a	ENSDARP00000140781
ENSDARG00000102294	fbxo11a	ENSDARP00000155828
ENSDARG00000095495	si:ch211-149k23.4	
ENSDARG00000095495	si:ch211-149k23.4	
ENSDARG00000007098	itm2ba	ENSDARP00000020118
ENSDARG00000003269	clcn3	ENSDARP00000142439
ENSDARG00000003269	clcn3	ENSDARP00000142496
ENSDARG00000003269	clcn3	
ENSDARG00000003269	clcn3	ENSDARP00000142446
ENSDARG00000003269	clcn3	ENSDARP00000049310
ENSDARG00000077057	esco1	ENSDARP00000128651
ENSDARG00000077057	esco1	ENSDARP00000098819
ENSDARG00000091079	malsu1	
ENSDARG00000091079	malsu1	ENSDARP00000105998
ENSDARG00000091079	malsu1	
ENSDARG00000044129	si:ch211-214p16.1	
ENSDARG00000044775	fut7	ENSDARP00000065817
ENSDARG00000098344	rab18b	ENSDARP00000133937
ENSDARG00000077875	slc2a5	ENSDARP00000113142
ENSDARG00000097281	zgc:174574	ENSDARP00000129675
ENSDARG00000097281	zgc:174574	ENSDARP00000107796
ENSDARG00000097281	zgc:174574	ENSDARP00000134940
ENSDARG00000077176	zgc:174888	ENSDARP00000101711
ENSDARG00000077176	zgc:174888	ENSDARP00000115369
ENSDARG00000077176	zgc:174888	
ENSDARG00000077176	zgc:174888	
ENSDARG00000094975	si:ch211-214p16.2	
ENSDARG00000031075	cadm1a	ENSDARP00000116108
ENSDARG00000031075	cadm1a	ENSDARP00000065598
ENSDARG00000031075	cadm1a	ENSDARP00000102164
ENSDARG00000031075	cadm1a	ENSDARP00000099208
ENSDARG00000029856	cnn3b	ENSDARP00000058483
ENSDARG00000029856	cnn3b	ENSDARP00000122032
ENSDARG00000041019	or42c5	ENSDARP00000060110
ENSDARG00000063444	si:dkey-32n7.7	ENSDARP00000127091
ENSDARG00000063444	si:dkey-32n7.7	ENSDARP00000087178
ENSDARG00000088428	si:ch211-189a15.5	ENSDARP00000142630
ENSDARG00000100383	il10ra	ENSDARP00000138535
ENSDARG00000104384	agbl1	ENSDARP00000140776
ENSDARG00000104384	agbl1	ENSDARP00000154982
ENSDARG00000104384	agbl1	ENSDARP00000135812
ENSDARG00000092075	pimr49	ENSDARP00000113990
ENSDARG00000043843	akap7	ENSDARP00000117785
ENSDARG00000096902	si:ch211-180n24.3	
ENSDARG00000096902	si:ch211-180n24.3	ENSDARP00000129734
ENSDARG00000098466	ube2a	ENSDARP00000132012
ENSDARG00000098466	ube2a	ENSDARP00000142372
ENSDARG00000098466	ube2a	ENSDARP00000136681
ENSDARG00000098466	ube2a	ENSDARP00000131392
ENSDARG00000097775	si:dkey-159n16.1	
ENSDARG00000039513	actmap	ENSDARP00000057732
ENSDARG00000053425	serinc2l	ENSDARP00000120760
ENSDARG00000038176	cyb561	ENSDARP00000055658
ENSDARG00000053864	mideasb	ENSDARP00000128560
ENSDARG00000053864	mideasb	ENSDARP00000155356
ENSDARG00000053864	mideasb	ENSDARP00000070457
ENSDARG00000043328	fip1l1a	ENSDARP00000118281
ENSDARG00000043328	fip1l1a	ENSDARP00000126622
ENSDARG00000041576	nudt18	ENSDARP00000060954
ENSDARG00000041576	nudt18	ENSDARP00000147576
ENSDARG00000069661	si:dkey-121j17.6	ENSDARP00000126772
ENSDARG00000097604	si:dkey-5i16.2	
ENSDARG00000015747	aarsd1	ENSDARP00000011878
ENSDARG00000011672	sema3b	ENSDARP00000015477
ENSDARG00000039265	arhgap4a	ENSDARP00000121347
ENSDARG00000039265	arhgap4a	ENSDARP00000134224
ENSDARG00000104875	bspry	ENSDARP00000136438
ENSDARG00000093042	si:dkey-104n9.1	ENSDARP00000121958
ENSDARG00000012535	epx	ENSDARP00000141670
ENSDARG00000012535	epx	ENSDARP00000010533
ENSDARG00000039345	drg1	ENSDARP00000057499
ENSDARG00000099891	si:ch211-57n23.1	ENSDARP00000140699
ENSDARG00000099891	si:ch211-57n23.1	ENSDARP00000137614
ENSDARG00000071355	ifi44f4	ENSDARP00000096226
ENSDARG00000071355	ifi44f4	ENSDARP00000131729
ENSDARG00000088711	lgals1l1	ENSDARP00000114362
ENSDARG00000094080	or30bt1	ENSDARP00000008206
ENSDARG00000004806	grwd1	ENSDARP00000111824
ENSDARG00000075128	or30bt3	ENSDARP00000116450
ENSDARG00000073675	tlr8b	ENSDARP00000100221
ENSDARG00000073675	tlr8b	ENSDARP00000149964
ENSDARG00000008372	spred2b	ENSDARP00000045291
ENSDARG00000104112	si:ch211-67o16.7p	
ENSDARG00000076564	hspg2	ENSDARP00000141317
ENSDARG00000076564	hspg2	ENSDARP00000104137
ENSDARG00000076564	hspg2	ENSDARP00000100979
ENSDARG00000059060	lgalsla	
ENSDARG00000059060	lgalsla	ENSDARP00000071857
ENSDARG00000059060	lgalsla	
ENSDARG00000077571	zgc:174862	ENSDARP00000103714
ENSDARG00000077571	zgc:174862	ENSDARP00000152068
ENSDARG00000039152	fbxo36b	ENSDARP00000116692
ENSDARG00000102949	si:ch211-112d9.3	
ENSDARG00000044278	synprb	ENSDARP00000065012
ENSDARG00000007560	sema3bl	ENSDARP00000046862
ENSDARG00000007560	sema3bl	ENSDARP00000119482
ENSDARG00000060871	mctp1b	ENSDARP00000122667
ENSDARG00000060871	mctp1b	ENSDARP00000133953
ENSDARG00000060871	mctp1b	ENSDARP00000080655
ENSDARG00000078434	znf692	
ENSDARG00000078434	znf692	
ENSDARG00000078434	znf692	ENSDARP00000120955
ENSDARG00000011000	gtf2a1	
ENSDARG00000011000	gtf2a1	ENSDARP00000015974
ENSDARG00000008861	tfap2e	ENSDARP00000007990
ENSDARG00000008861	tfap2e	ENSDARP00000140065
ENSDARG00000008861	tfap2e	ENSDARP00000153493
ENSDARG00000100511	si:dkey-26o16.2	
ENSDARG00000100511	si:dkey-26o16.2	
ENSDARG00000100511	si:dkey-26o16.2	
ENSDARG00000016964	mcur1	ENSDARP00000021989
ENSDARG00000016964	mcur1	ENSDARP00000145311
ENSDARG00000094454		ENSDARP00000119218
ENSDARG00000094454		ENSDARP00000151992
ENSDARG00000079097	tanc2a	ENSDARP00000100290
ENSDARG00000079097	tanc2a	
ENSDARG00000079097	tanc2a	
ENSDARG00000079097	tanc2a	ENSDARP00000146066
ENSDARG00000079097	tanc2a	ENSDARP00000152682
ENSDARG00000079097	tanc2a	ENSDARP00000148985
ENSDARG00000069169	cerk	ENSDARP00000117613
ENSDARG00000043323	lnx1	ENSDARP00000118247
ENSDARG00000043323	lnx1	ENSDARP00000119355
ENSDARG00000028546	ndufs1	ENSDARP00000028571
ENSDARG00000053728	ttll3	ENSDARP00000094767
ENSDARG00000006811	sult1st6	ENSDARP00000023637
ENSDARG00000058068	tnfsf10l4	ENSDARP00000075321
ENSDARG00000017741	g3bp1	ENSDARP00000121211
ENSDARG00000017741	g3bp1	ENSDARP00000003185
ENSDARG00000017741	g3bp1	
ENSDARG00000017741	g3bp1	ENSDARP00000123429
ENSDARG00000017741	g3bp1	ENSDARP00000113956
ENSDARG00000017741	g3bp1	ENSDARP00000114713
ENSDARG00000039066	klhl31	ENSDARP00000110003
ENSDARG00000039066	klhl31	ENSDARP00000093566
ENSDARG00000091221	ttc34	ENSDARP00000110890
ENSDARG00000045360	ube2wb	ENSDARP00000111759
ENSDARG00000045360	ube2wb	ENSDARP00000108136
ENSDARG00000094230	si:dkey-211g8.4	ENSDARP00000118510
ENSDARG00000101010	hpdl	ENSDARP00000134471
ENSDARG00000104144	si:dkey-68o6.8	ENSDARP00000135411
ENSDARG00000043468	sytl3	ENSDARP00000114735
ENSDARG00000097139	si:dkey-5i16.3	
ENSDARG00000092800	si:ch73-77n15.1	
ENSDARG00000092800	si:ch73-77n15.1	
ENSDARG00000016749	slco1c1	ENSDARP00000116999
ENSDARG00000016749	slco1c1	
ENSDARG00000016749	slco1c1	ENSDARP00000115870
ENSDARG00000016749	slco1c1	ENSDARP00000147503
ENSDARG00000016749	slco1c1	ENSDARP00000039385
ENSDARG00000093915	si:ch211-157h7.2	
ENSDARG00000101438	lonp2	ENSDARP00000140082
ENSDARG00000078986	mplkip	ENSDARP00000101285
ENSDARG00000101432	rab11fip2	ENSDARP00000135053
ENSDARG00000101432	rab11fip2	ENSDARP00000132386
ENSDARG00000090179	si:ch211-117c9.1	ENSDARP00000124396
ENSDARG00000097563	si:ch211-151m7.6	ENSDARP00000129774
ENSDARG00000102712	si:ch211-71k24.7	
ENSDARG00000076343	si:dkeyp-13d11.1	ENSDARP00000115373
ENSDARG00000076343	si:dkeyp-13d11.1	ENSDARP00000118306
ENSDARG00000099108	clic6	ENSDARP00000135191
ENSDARG00000099108	clic6	ENSDARP00000144458
ENSDARG00000017391	unc13ba	
ENSDARG00000017391	unc13ba	ENSDARP00000114566
ENSDARG00000017391	unc13ba	ENSDARP00000116360
ENSDARG00000017391	unc13ba	ENSDARP00000151268
ENSDARG00000017391	unc13ba	ENSDARP00000064751
ENSDARG00000017391	unc13ba	ENSDARP00000146877
ENSDARG00000095377	si:ch211-28e16.4	
ENSDARG00000101331	tekt1	ENSDARP00000139154
ENSDARG00000022891	zgc:175214	ENSDARP00000119883
ENSDARG00000022891	zgc:175214	
ENSDARG00000040712	adprh	ENSDARP00000108490
ENSDARG00000040712	adprh	
ENSDARG00000040712	adprh	ENSDARP00000147660
ENSDARG00000019459	elf2a	ENSDARP00000036411
ENSDARG00000011975	fmn1	ENSDARP00000122153
ENSDARG00000007135	cnot3a	ENSDARP00000118084
ENSDARG00000007135	cnot3a	
ENSDARG00000007135	cnot3a	ENSDARP00000092876
ENSDARG00000039951	tmem276a	ENSDARP00000088421
ENSDARG00000092259	si:dkey-211g8.5	ENSDARP00000125780
ENSDARG00000092259	si:dkey-211g8.5	ENSDARP00000121778
ENSDARG00000006812	wdr26b	ENSDARP00000036145
ENSDARG00000006812	wdr26b	ENSDARP00000132796
ENSDARG00000070818	pax7b	ENSDARP00000130205
ENSDARG00000070818	pax7b	ENSDARP00000108935
ENSDARG00000086718	si:ch73-77n15.2	
ENSDARG00000097599	si:ch211-151m7.3	
ENSDARG00000034975	gpr157	ENSDARP00000054336
ENSDARG00000093901	trhr2	ENSDARP00000113229
ENSDARG00000093901	trhr2	ENSDARP00000144300
ENSDARG00000010738	zgc:101716	ENSDARP00000025864
ENSDARG00000010738	zgc:101716	
ENSDARG00000056085	mob4	ENSDARP00000072975
ENSDARG00000044524	def6b	ENSDARP00000123694
ENSDARG00000044524	def6b	ENSDARP00000124073
ENSDARG00000044524	def6b	ENSDARP00000065376
ENSDARG00000029051	gbe1a	ENSDARP00000125088
ENSDARG00000029051	gbe1a	ENSDARP00000150810
ENSDARG00000029051	gbe1a	ENSDARP00000155251
ENSDARG00000011837	zgc:100846	ENSDARP00000005597
ENSDARG00000011506	lpcat1	ENSDARP00000125791
ENSDARG00000011506	lpcat1	ENSDARP00000094631
ENSDARG00000011506	lpcat1	
ENSDARG00000011506	lpcat1	ENSDARP00000125633
ENSDARG00000011506	lpcat1	ENSDARP00000120048
ENSDARG00000011506	lpcat1	ENSDARP00000133893
ENSDARG00000020250	rhoj	ENSDARP00000023215
ENSDARG00000102159	ly6m6	ENSDARP00000141356
ENSDARG00000006052	malt2	ENSDARP00000122321
ENSDARG00000006052	malt2	ENSDARP00000020264
ENSDARG00000103616	si:ch1073-436f10.3	
ENSDARG00000006308	ptpn18	ENSDARP00000120732
ENSDARG00000006308	ptpn18	
ENSDARG00000070048	zgc:173548	ENSDARP00000142475
ENSDARG00000070048	zgc:173548	ENSDARP00000142627
ENSDARG00000070048	zgc:173548	ENSDARP00000093270
ENSDARG00000097800	si:dkey-18b8.8	
ENSDARG00000062904	idua	ENSDARP00000085896
ENSDARG00000062904	idua	ENSDARP00000127913
ENSDARG00000055479	mmp20b	ENSDARP00000072302
ENSDARG00000101436	si:ch211-217g15.9	
ENSDARG00000093376	si:ch211-28e16.5	ENSDARP00000120809
ENSDARG00000008858	cyp7b1	ENSDARP00000020000
ENSDARG00000036298	rps13	
ENSDARG00000036298	rps13	ENSDARP00000052729
ENSDARG00000036298	rps13	ENSDARP00000124858
ENSDARG00000045355	eloca	ENSDARP00000066699
ENSDARG00000045355	eloca	ENSDARP00000117248
ENSDARG00000045355	eloca	ENSDARP00000121970
ENSDARG00000032985	mrpl27	ENSDARP00000043545
ENSDARG00000090670	si:dkey-201i6.8	ENSDARP00000142286
ENSDARG00000090670	si:dkey-201i6.8	ENSDARP00000150479
ENSDARG00000094022	si:ch211-217g15.4	
ENSDARG00000054741	prkg2	ENSDARP00000071397
ENSDARG00000054741	prkg2	ENSDARP00000143832
ENSDARG00000086450	tdg.2	ENSDARP00000127725
ENSDARG00000086450	tdg.2	ENSDARP00000128091
ENSDARG00000086450	tdg.2	ENSDARP00000105235
ENSDARG00000018902	pes	
ENSDARG00000018902	pes	ENSDARP00000026992
ENSDARG00000055659	gpr161b	ENSDARP00000118097
ENSDARG00000055659	gpr161b	ENSDARP00000072514
ENSDARG00000058644	dnajb2	ENSDARP00000119073
ENSDARG00000058644	dnajb2	ENSDARP00000093481
ENSDARG00000058644	dnajb2	ENSDARP00000115225
ENSDARG00000058644	dnajb2	
ENSDARG00000054942	lgals2a	ENSDARP00000121564
ENSDARG00000054942	lgals2a	ENSDARP00000094378
ENSDARG00000110775	taar20m	ENSDARP00000122469
ENSDARG00000110775	taar20m	ENSDARP00000109452
ENSDARG00000062226	ino80db	ENSDARP00000084158
ENSDARG00000062226	ino80db	ENSDARP00000153548
ENSDARG00000062226	ino80db	ENSDARP00000149517
ENSDARG00000079703	si:dkey-18p12.4	
ENSDARG00000079703	si:dkey-18p12.4	ENSDARP00000100217
ENSDARG00000097602	si:ch211-272f15.5	
ENSDARG00000092787	si:dkey-88p24.11	ENSDARP00000122244
ENSDARG00000010186	myo3a	ENSDARP00000113364
ENSDARG00000010186	myo3a	ENSDARP00000027033
ENSDARG00000010186	myo3a	ENSDARP00000144598
ENSDARG00000102301	si:dkey-26o16.4	
ENSDARG00000036031	septin5b	ENSDARP00000119116
ENSDARG00000036031	septin5b	ENSDARP00000007457
ENSDARG00000040163	prim1	ENSDARP00000095418
ENSDARG00000040163	prim1	
ENSDARG00000029830	myf6	ENSDARP00000040265
ENSDARG00000095463	si:ch73-90k17.1	
ENSDARG00000095463	si:ch73-90k17.1	ENSDARP00000122579
ENSDARG00000061024	rabggta	ENSDARP00000124053
ENSDARG00000061024	rabggta	
ENSDARG00000076913	eme1	ENSDARP00000127132
ENSDARG00000076913	eme1	ENSDARP00000127450
ENSDARG00000076913	eme1	ENSDARP00000123940
ENSDARG00000076913	eme1	ENSDARP00000127438
ENSDARG00000076913	eme1	ENSDARP00000097532
ENSDARG00000068152	malt3	ENSDARP00000118301
ENSDARG00000068152	malt3	ENSDARP00000154295
ENSDARG00000100257	zgc:174314	ENSDARP00000138103
ENSDARG00000092062	si:dkey-201i6.5p	
ENSDARG00000095610	si:dkey-88p24.10	
ENSDARG00000109654	cmklr1l1	ENSDARP00000119612
ENSDARG00000109654	cmklr1l1	ENSDARP00000135094
ENSDARG00000079915	pot1	ENSDARP00000129477
ENSDARG00000079915	pot1	
ENSDARG00000079915	pot1	ENSDARP00000145879
ENSDARG00000079915	pot1	ENSDARP00000102969
ENSDARG00000054154	bms1	ENSDARP00000104852
ENSDARG00000054154	bms1	ENSDARP00000053760
ENSDARG00000045626	nek8	ENSDARP00000067094
ENSDARG00000094490	taar19k	ENSDARP00000114257
ENSDARG00000097485	cfap99	ENSDARP00000127983
ENSDARG00000006074	uck2a	ENSDARP00000018636
ENSDARG00000006074	uck2a	
ENSDARG00000093354	si:ch211-57i17.2	ENSDARP00000142221
ENSDARG00000093354	si:ch211-57i17.2	
ENSDARG00000093354	si:ch211-57i17.2	
ENSDARG00000010255	bin2b	
ENSDARG00000010255	bin2b	ENSDARP00000015168
ENSDARG00000010255	bin2b	ENSDARP00000121654
ENSDARG00000010255	bin2b	ENSDARP00000147269
ENSDARG00000098363	si:ch211-150g5.4	
ENSDARG00000060312	wdr62	ENSDARP00000098255
ENSDARG00000060312	wdr62	ENSDARP00000116243
ENSDARG00000060312	wdr62	ENSDARP00000144578
ENSDARG00000093747	si:dkey-122c11.1	ENSDARP00000112540
ENSDARG00000053483	zgc:113054	ENSDARP00000070003
ENSDARG00000087784	si:dkeyp-110a12.4	ENSDARP00000110664
ENSDARG00000060865	scai	ENSDARP00000123265
ENSDARG00000060865	scai	ENSDARP00000145058
ENSDARG00000060865	scai	ENSDARP00000151231
ENSDARG00000060865	scai	ENSDARP00000153801
ENSDARG00000060865	scai	ENSDARP00000156535
ENSDARG00000060865	scai	ENSDARP00000147766
ENSDARG00000100547	si:ch211-67o16.6p	
ENSDARG00000091206	si:dkey-201i6.6	
ENSDARG00000038787	tmub1	ENSDARP00000056641
ENSDARG00000091003	il34	ENSDARP00000107243
ENSDARG00000091348	rtn3	ENSDARP00000142824
ENSDARG00000091348	rtn3	ENSDARP00000075271
ENSDARG00000035686	mon1ba	ENSDARP00000117913
ENSDARG00000035686	mon1ba	ENSDARP00000051755
ENSDARG00000043553	ches1	ENSDARP00000115349
ENSDARG00000043553	ches1	ENSDARP00000094912
ENSDARG00000013004	tdg.1	ENSDARP00000025270
ENSDARG00000013004	tdg.1	ENSDARP00000134721
ENSDARG00000075942	frmd5a	ENSDARP00000114523
ENSDARG00000075942	frmd5a	ENSDARP00000100646
ENSDARG00000013892	sorl1	ENSDARP00000129655
ENSDARG00000053558	rtkn2	ENSDARP00000112959
ENSDARG00000053558	rtkn2	ENSDARP00000070078
ENSDARG00000037421	egr1	ENSDARP00000054459
ENSDARG00000022260	fez2b	ENSDARP00000120504
ENSDARG00000061517	lrp1bb	ENSDARP00000116076
ENSDARG00000061517	lrp1bb	ENSDARP00000143854
ENSDARG00000100601	si:dkey-6d5.4	
ENSDARG00000091782	si:ch211-195j11.24	
ENSDARG00000005513	naca	ENSDARP00000025953
ENSDARG00000005513	naca	ENSDARP00000121027
ENSDARG00000005513	naca	ENSDARP00000112826
ENSDARG00000005513	naca	ENSDARP00000153876
ENSDARG00000005513	naca	ENSDARP00000136310
ENSDARG00000036058	gnao1b	ENSDARP00000142974
ENSDARG00000036058	gnao1b	ENSDARP00000052345
ENSDARG00000078078	lrfn4b	ENSDARP00000123031
ENSDARG00000009868	dcaf11	ENSDARP00000027560
ENSDARG00000009868	dcaf11	ENSDARP00000119876
ENSDARG00000009868	dcaf11	ENSDARP00000113457
ENSDARG00000009868	dcaf11	ENSDARP00000122407
